timestamp,start_date,initial_cash,commission,leverage,sharpe_ratio,max_drawdown_pct,max_drawdown_money,total_return_log_pct,arithmetic_return_pct,total_profit,total_trades,total_commission_tradeanalyzer,total_slippage_tradeanalyzer,total_fees_tradeanalyzer,total_commission_commissionanalyzer,total_fees_commissionanalyzer,avg_commission_per_trade,commission_ratio_profit_pct,avg_var_dollar,last_var_dollar,avg_var_percent
20250729_111513,2022-09-01,1000,0.0005,1,0.9424161936016126,20.575925498467146,454.9357490450502,86.41997650630056,137.31062833771279,1373.106283377128,203,0.0,0.0,0.0,199.8562957850175,199.8562957850175,0.9893876028961264,14.555049248880783,1161.6136583962302,880.0570409628167,-0.0007488030911334
