timestamp,start_date,initial_cash,commission,leverage,sharpe_ratio,max_drawdown_pct,max_drawdown_money,total_return_log_pct,arithmetic_return_pct,total_profit,total_trades,total_commission_tradeanalyzer,total_slippage_tradeanalyzer,total_fees_tradeanalyzer,total_commission_commissionanalyzer,total_fees_commissionanalyzer,avg_commission_per_trade,commission_ratio_profit_pct,avg_var_dollar,last_var_dollar,avg_var_percent
20250729_110119,2022-09-01,1000,0.0005,1,0.9482745304819362,20.575925498467146,452.0281224565274,86.81147844167937,138.2415250909003,1382.4152509090031,202,0.0,0.0,0.0,198.5609360131425,198.5609360131425,0.9878653532992164,14.36333517606807,1131.9553220608168,880.0570409628167,-0.0007488030911334
