timestamp,start_date,initial_cash,commission,leverage,sharpe_ratio,max_drawdown_pct,max_drawdown_money,total_return_log_pct,arithmetic_return_pct,total_profit,total_trades,total_commission_tradeanalyzer,total_slippage_tradeanalyzer,total_fees_tradeanalyzer,total_commission_commissionanalyzer,total_fees_commissionanalyzer,avg_commission_per_trade,commission_ratio_profit_pct,avg_var_dollar,last_var_dollar,avg_var_percent
20250729_113323,2022-09-01,1000,0.0005,1,0.9687436608947527,19.74638302805158,484.9230219847302,92.94120903041724,153.3019553023446,1533.019553023446,153,0.0,0.0,0.0,154.82494243013505,154.82494243013505,1.0185851475666778,10.09934557747726,1159.6011136413308,880.0570409628167,-0.0007488030911334
