timestamp,start_date,initial_cash,commission,leverage,sharpe_ratio,max_drawdown_pct,max_drawdown_money,total_return_log_pct,arithmetic_return_pct,total_profit,total_trades,total_commission_tradeanalyzer,total_slippage_tradeanalyzer,total_fees_tradeanalyzer,total_commission_commissionanalyzer,total_fees_commissionanalyzer,avg_commission_per_trade,commission_ratio_profit_pct,avg_var_dollar,last_var_dollar,avg_var_percent,rf_threshold,margin_called,consecutive_losses,total_profit_loss,liquidation_price,current_drop_percentage,actual_leverage_at_margin_call
20250820_171848,2022-09-01,1000,0.0005,8,1.4733292361898278,69.53638187051409,7690.28054638217,0.0,2398.044535241008,23980.44535241008,786,0.0,0.0,0.0,4221.2558857798285,4221.2558857798285,5.377396032840545,17.602908635537847,1416.500143427298,873.0236774145021,-0.0007428187013486,0.0,False,0,0.0,0.0,0.0,0.0
strategy_martin.py 거래 로직 변경 후
