timestamp,start_date,initial_cash,commission,leverage,sharpe_ratio,max_drawdown_pct,max_drawdown_money,total_return_log_pct,arithmetic_return_pct,total_profit,total_trades,total_commission_tradeanalyzer,total_slippage_tradeanalyzer,total_fees_tradeanalyzer,total_commission_commissionanalyzer,total_fees_commissionanalyzer,avg_commission_per_trade,commission_ratio_profit_pct,avg_var_dollar,last_var_dollar,avg_var_percent,rf_threshold,margin_called,consecutive_losses,total_profit_loss,liquidation_price,current_drop_percentage,actual_leverage_at_margin_call
20250821_105003,2022-09-01,1000,0.0005,6,1.4728315918784758,54.05366524548697,2863.6310218742456,0.0,991.1993484299503,9911.993484299503,786,0.0,0.0,0.0,1715.06607175067,1715.06607175067,2.1847975436314235,17.30293784461539,1417.0361229290763,873.0236774145021,-0.0007428187013486,0.0,False,0,0.0,0.0,0.0,0.0
