timestamp,start_date,initial_cash,commission,leverage,sharpe_ratio,max_drawdown_pct,max_drawdown_money,total_return_log_pct,arithmetic_return_pct,total_profit,total_trades,total_commission_tradeanalyzer,total_slippage_tradeanalyzer,total_fees_tradeanalyzer,total_commission_commissionanalyzer,total_fees_commissionanalyzer,avg_commission_per_trade,commission_ratio_profit_pct,avg_var_dollar,last_var_dollar,avg_var_percent,rf_threshold,margin_called,consecutive_losses,total_profit_loss,liquidation_price,current_drop_percentage,actual_leverage_at_margin_call
20250820_173922,2022-09-01,1000,0.0005,8,1.4738291094096632,69.3302137660019,7690.28054638217,0.0,2399.1015435231925,23991.015435231926,788,0.0,0.0,0.0,4226.07182944302,4226.07182944302,5.369849846814512,17.615227003842598,1419.6915062106116,873.0236774145021,-0.0007428187013486,0.0,False,0,0.0,0.0,0.0,0.0
